T,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10
0.1152,0,0,0,0.0271446363473363,0,0,0,0,0,0
0.117,0,0,0,0.0279827276133793,0,0,0,0,0,0
0.1188,0,0,0,0.0288330151713928,0,0,0,0,0,0
0.1206,0,0,0,0.0296954738232769,0,0,0,0,0,0
0.1224,0,0,0,0.0305700783358121,0,0,0,0,0,0
0.1242,0,0,0,0.0314568034406593,0,0,0,0,0,0
0.126,0,0,0,0.0323556238343601,0,0,0,0,0,0
0.1278,0,0,0,0.0332665141783366,0,0,0,0,0,0
0.1296,0,0,0,0.0341894490988913,0,0,0,0,0,0
0.1314,0,0,0,0.0351244031872074,0,0,0,0,0,0
0.1332,0,0,0,0.0360713509993486,0,0,0,0,0,0
0.135,0,0,0,0.037030267056259,0,0,0,0,0,0
0.1368,0,0,0,0.0380011258437632,0,0,0,0,0,0
0.1386,0,0,0,0.0389839018125667,0,0,0,0,0,0
0.1404,0,0,0,0.0399785693782551,0,0,0,0,0,0
0.1422,0,0,0,0.0409851029212947,0,0,0,0,0,0
0.144,0,0,0,0.0420034767870324,0,0,0,0,0,0
0.1458,0,0,0,0.0430336652856955,0,0,0,0,0,0
0.1476,0,0,0,0.0440756426923918,0,0,0,0,0,0
0.1494,0,0,0,0.0451293832471099,0,0,0,0,0,0
0.1512,0,0,0,0.0461948611547185,0,0,0,0,0,0
0.153,0,0,0,0.0472720505849674,0,0,0,0,0,0
0.1548,0,0,0,0.0483609256724862,0,0,0,0,0,0
0.1566,0,0,0,0.0494614605167857,0,0,0,0,0,0
0.1584,0,0,0,0.050573629182257,0,0,0,0,0,0
0.1602,0,0,0,0.0516974056981714,0,0,0,0,0,0
0.162,0,0,0,0.0528327640586813,0,0,0,0,0,0
0.1638,0,0,0,0.053979678222819,0,0,0,0,0,0
0.1656,0,0,0,0.055138122114498,0,0,0,0,0,0
0.1674,0,0,0,0.0563080696225118,0,0,0,0,0,0
0.1692,0,0,0,0.0574894946005348,0,0,0,0,0,0
0.171,0,0,0,0.0586823708671216,0,0,0,0,0,0
0.1728,0,0,0,0.0598866722057075,0,0,0,0,0,0
0.1746,0,0,0,0.0611023723646083,0,0,0,0,0,0
0.1764,0,0,0,0.0623294450570205,0,0,0,0,0,0
0.1782,0,0,0,0.0635678639610207,0,0,0,0,0,0
0.18,0,0,0,0.0648176027195665,0,0,0,0,0,0
0.1818,0,0,0,0.0660786349404957,0,0,0,0,0,0
0.1836,0,0,0,0.0673509341965269,0,0,0,0,0,0
0.1854,0,0,0,0.0686344746083551,0,0,0,0,0,0
0.1872,0,0,0,0.0699292457163184,0,0,0,0,0,0
0.189,0,0,0,0.0712352273444996,0,0,0,0,0,0
0.1908,0,0,0,0.072552391759478,0,0,0,0,0,0
0.1926,0,0,0,0.0738807112233287,0,0,0,0,0,0
0.1944,0,0,0,0.0752201579936227,0,0,0,0,0,0
0.1962,0,0,0,0.0765707043234264,0,0,0,0,0,0
0.198,0,0,0,0.0779323224613021,0,0,0,0,0,0
0.1998,0,0,0,0.079304984651308,0,0,0,0,0,0
0.2016,0,0,0,0.0806886631329978,0,0,0,0,0,0
0.2034,0,0,0,0.0820833301414209,0,0,0,0,0,0
0.2052,0,0,0,0.0834889579071227,0,0,0,0,0,0
0.207,0,0,0,0.084905518656144,0,0,0,0,0,0
0.2088,0,0,0,0.0863329846100216,0,0,0,0,0,0
0.2106,0,0,0,0.0877713279857879,0,0,0,0,0,0
0.2124,0,0,0,0.0892205209959711,0,0,0,0,0,0
0.2142,0,0,0,0.0906805358485951,0,0,0,0,0,0
0.216,0,0,0,0.0921513447471795,0,0,0,0,0,0
0.2178,0,0,0,0.0936329198907396,0,0,0,0,0,0
0.2196,0,0,0,0.0951252334737866,0,0,0,0,0,0
0.2214,0,0,0,0.0966282576863274,0,0,0,0,0,0
0.2232,0,0,0,0.0981419647138643,0,0,0,0,0,0
0.225,0,0,0,0.0996663267373959,0,0,0,0,0,0
0.2268,0,0,0,0.101201315933416,0,0,0,0,0,0
0.2286,0,0,0,0.102746904473914,0,0,0,0,0,0
0.2304,0,0,0,0.104303064526377,0,0,0,0,0,0
0.2322,0,0,0,0.105869768253784,0,0,0,0,0,0
0.234,0,0,0,0.107446987814613,0,0,0,0,0,0
0.2358,0,0,0,0.109034695362837,0,0,0,0,0,0
0.2376,0,0,0,0.110632863047924,0,0,0,0,0,0
0.2394,0,0,0,0.112241463014839,0,0,0,0,0,0
0.2412,0,0,0,0.11386046740404,0,0,0,0,0,0
0.243,0,0,0,0.115489848351484,0,0,0,0,0,0
0.2448,0,0,0,0.117129577988623,0,0,0,0,0,0
0.2466,0,0,0,0.118779628442403,0,0,0,0,0,0
0.2484,0,0,0,0.120439971835266,0,0,0,0,0,0
0.2502,0,0,0,0.122110580285152,0,0,0,0,0,0
0.252,0,0,0,0.123791425905496,0,0,0,0,0,0
0.2538,0,0,0,0.125482480805225,0,0,0,0,0,0
0.2556,0,0,0,0.127183717088768,0,0,0,0,0,0
0.2574,0,0,0,0.128895106856045,0,0,0,0,0,0
0.2592,0,0,0,0.130616622202473,0,0,0,0,0,0
0.261,0,0,0,0.132348235218965,0,0,0,0,0,0
0.2628,0,0,0,0.13408991799193,0,0,0,0,0,0
0.2646,0,0,0,0.135841642603272,0,0,0,0,0,0
0.2664,0,0,0,0.137603381130392,0,0,0,0,0,0
0.2682,0,0,0,0.139375105646186,0,0,0,0,0,0
0.27,0,0,0,0.141156788219044,0,0,0,0,0,0
0.2718,0,0,0,0.142948400912854,0,0,0,0,0,0
0.2736,0,0,0,0.144749915787,0,0,0,0,0,0
0.2754,0,0,0,0.14656130489636,0,0,0,0,0,0
0.2772,0,0,0,0.148382540291309,0,0,0,0,0,0
0.279,0,0,0,0.150213594017717,0,0,0,0,0,0
0.2808,0,0,0,0.15205443811695,0,0,0,0,0,0
0.2826,0,0,0,0.153905044625869,0,0,0,0,0,0
0.2844,0,0,0,0.155765385576833,0,0,0,0,0,0
0.2862,0,0,0,0.157635432997694,0,0,0,0,0,0
0.288,0,0,0,0.159515158911801,0,0,0,0,0,0
0.2898,0,0,0,0.161404535338,0,0,0,0,0,0
0.2916,0,0,0,0.16330353429063,0,0,0,0,0,0
0.2934,0,0,0,0.165212127779527,0,0,0,0,0,0
0.2952,0,0,0,0.167130287810024,0,0,0,0,0,0
0.297,0,0,0,0.169057986382947,0,0,0,0,0,0
0.2988,0,0,0,0.170995195494621,0,0,0,0,0,0
0.3006,0,0,0,0.172941887136864,0,0,0,0,0,0
0.3024,0,0,0,0.174898033296992,0,0,0,0,0,0
0.3042,0,0,0,0.176863605957814,0,0,0,0,0,0
0.306,0,0,0,0.178838577097637,0,0,0,0,0,0
0.3078,0,0,0,0.180822918690263,0,0,0,0,0,0
0.3096,0,0,0,0.182816602704989,0,0,0,0,0,0
0.3114,0,0,0,0.18481960110661,0,0,0,0,0,0
0.3132,0,0,0,0.186831885855414,0,0,0,0,0,0
0.315,0,0,0,0.188853428907186,0,0,0,0,0,0
0.3168,0,0,0,0.190884202213207,0,0,0,0,0,0
0.3186,0,0,0,0.192924177720254,0,0,0,0,0,0
0.3204,0,0,0,0.194973327370597,0,0,0,0,0,0
0.3222,0,0,0,0.197031623102006,0,0,0,0,0,0
0.324,0,0,0,0.199099036847744,0,0,0,0,0,0
0.3258,0,0,0,0.20117554053657,0,0,0,0,0,0
0.3276,0,0,0,0.203261106092739,0,0,0,0,0,0
0.3294,0,0,0,0.205355705436002,0,0,0,0,0,0
0.3312,0,0,0,0.207459310481605,0,0,0,0,0,0
0.333,0,0,0,0.209571893140291,0,0,0,0,0,0
0.3348,0,0,0,0.211693425318298,0,0,0,0,0,0
0.3366,0,0,0,0.213823878917359,0,0,0,0,0,0
0.3384,0,0,0,0.215963225834704,0,0,0,0,0,0
0.3402,0,0,0,0.218111437963058,0,0,0,0,0,0
0.342,0,0,0,0.220268487190642,0,0,0,0,0,0
0.3438,0,0,0,0.222434345401173,0,0,0,0,0,0
0.3456,0,0,0,0.224608984473862,0,0,0,0,0,0
0.3474,0,0,0,0.226792376283419,0,0,0,0,0,0
0.3492,0,0,0,0.228984492700046,0,0,0,0,0,0
0.351,0,0,0,0.231185305589444,0,0,0,0,0,0
0.3528,0,0,0,0.233394786812808,0,0,0,0,0,0
0.3546,0,0,0,0.235612908226828,0,0,0,0,0,0
0.3564,0,0,0,0.237839641683692,0,0,0,0,0,0
0.3582,0,0,0,0.240074959031082,0,0,0,0,0,0
0.36,0,0,0,0.242318832112176,0,0,0,0,0,0
0.3618,0,0,0,0.244571232765649,0,0,0,0,0,0
0.3636,0,0,0,0.24683213282567,0,0,0,0,0,0
0.3654,0,0,0,0.249101504121904,0,0,0,0,0,0
0.3672,0,0,0,0.251379318479512,0,0,0,0,0,0
0.369,0,0,0,0.253665547719152,0,0,0,0,0,0
0.3708,0,0,0,0.255960163656976,0,0,0,0,0,0
0.3726,0,0,0,0.258263138104633,0,0,0,0,0,0
0.3744,0,0,0,0.260574442869266,0,0,0,0,0,0
0.3762,0,0,0,0.262894049753516,0,0,0,0,0,0
0.378,0,0,0,0.265221930555517,0,0,0,0,0,0
0.3798,0,0,0,0.267558057068902,0,0,0,0,0,0
0.3816,0,0,0,0.269902401082797,0,0,0,0,0,0
0.3834,0,0,0,0.272254934381825,0,0,0,0,0,0
0.3852,0,0,0,0.274615628746104,0,0,0,0,0,0
0.387,0,0,0,0.27698445595125,0,0,0,0,0,0
0.3888,0,0,0,0.27936138776837,0,0,0,0,0,0
0.3906,0,0,0,0.281746395964072,0,0,0,0,0,0
0.3924,0,0,0,0.284139452300458,0,0,0,0,0,0
0.3942,0,0,0,0.286540528535123,0,0,0,0,0,0
0.396,0,0,0,0.288949596421161,0,0,0,0,0,0
0.3978,0,0,0,0.29136662770716,0,0,0,0,0,0
0.3996,0,0,0,0.293791594137205,0,0,0,0,0,0
0.4014,0,0,0,0.296224467450876,0,0,0,0,0,0
0.4032,0,0,0,0.298665219383248,0,0,0,0,0,0
0.405,0,0,0,0.301113821664894,0,0,0,0,0,0
0.4068,0,0,0,0.30357024602188,0,0,0,0,0,0
0.4086,0,0,0,0.306034464175771,0,0,0,0,0,0
0.4104,0,0,0,0.308506447843622,0,0,0,0,0,0
0.4122,0,0,0,0.310986168737992,0,0,0,0,0,0
0.414,0,0,0,0.313473598566927,0,0,0,0,0,0
0.4158,0,0,0,0.315968709033976,0,0,0,0,0,0
0.4176,0,0,0,0.31847147183818,0,0,0,0,0,0
0.4194,0,0,0,0.320981858674075,0,0,0,0,0,0
0.4212,0,0,0,0.323499841231696,0,0,0,0,0,0
0.423,0,0,0,0.32602539119657,0,0,0,0,0,0
0.4248,0,0,0,0.328558480249723,0,0,0,0,0,0
0.4266,0,0,0,0.331099080067675,0,0,0,0,0,0
0.4284,0,0,0,0.333647162322443,0,0,0,0,0,0
0.4302,0,0,0,0.336202698681537,0,0,0,0,0,0
0.432,0,0,0,0.338765660807965,0,0,0,0,0,0
0.4338,0,0,0,0.341336020360231,0,0,0,0,0,0
0.4356,0,0,0,0.343913748992334,0,0,0,0,0,0
0.4374,0,0,0,0.346498818353768,0,0,0,0,0,0
0.4392,0,0,0,0.349091200089523,0,0,0,0,0,0
0.441,0,0,0,0.351690865840087,0,0,0,0,0,0
0.4428,0,0,0,0.354297787241441,0,0,0,0,0,0
0.4446,0,0,0,0.356911935925063,0,0,0,0,0,0
0.4464,0,0,0,0.359533283517925,0,0,0,0,0,0
0.4482,0,0,0,0.362161801642498,0,0,0,0,0,0
0.45,0,0,0,0.364797461916746,0,0,0,0,0,0
0.4518,0,0,0,0.367440235954129,0,0,0,0,0,0
0.4536,0,0,0,0.370090095363604,0,0,0,0,0,0
0.4554,0,0,0,0.372747011749623,0,0,0,0,0,0
0.4572,0,0,0,0.375410956712134,0,0,0,0,0,0
0.459,0,0,0,0.37808190184658,0,0,0,0,0,0
0.4608,0,0,0,0.380759818743901,0,0,0,0,0,0
0.4626,0,0,0,0.383444678990532,0,0,0,0,0,0
0.4644,0,0,0,0.386136454168403,0,0,0,0,0,0
0.4662,0,0,0,0.38883511585494,0,0,0,0,0,0
0.468,0,0,0,0.391540635623066,0,0,0,0,0,0
0.4698,0,0,0,0.3942529850412,0,0,0,0,0,0
0.4716,0,0,0,0.396972135673254,0,0,0,0,0,0
0.4734,0,0,0,0.399698059078637,0,0,0,0,0,0
0.4752,0,0,0,0.402430726812255,0,0,0,0,0,0
0.477,0,0,0,0.40517011042451,0,0,0,0,0,0
0.4788,0,0,0,0.407916181461297,0,0,0,0,0,0
0.4806,0,0,0,0.410668911464009,0,0,0,0,0,0
0.4824,0,0,0,0.413428291903985,0,0,0,0,0,0
0.4842,0,0,0,0.416194332042421,0,0,0,0,0,0
0.486,0,0,0,0.418967002133064,0,0,0,0,0,0
0.4878,0,0,0,0.421746271428226,0,0,0,0,0,0
0.4896,0,0,0,0.424532109214178,0,0,0,0,0,0
0.4914,0,0,0,0.427324484811151,0,0,0,0,0,0
0.4932,0,0,0,0.430123367573335,0,0,0,0,0,0
0.495,0,0,0,0.432928726888881,0,0,0,0,0,0
0.4968,0,0,0,0.435740532179898,0,0,0,0,0,0
0.4986,0,0,0,0.438558752902456,0,0,0,0,0,0
0.5004,0,0,0,0.441383358546584,0,0,0,0,0,0
0.5022,0,0,0,0.444214318636271,0,0,0,0,0,0
0.504,0,0,0,0.447051602729465,0,0,0,0,0,0
0.5058,0,0,0,0.449895180418075,0,0,0,0,0,0
0.5076,0,0,0,0.452745021327967,0,0,0,0,0,0
0.5094,0,0,0,0.45560109511897,0,0,0,0,0,0
0.5112,0,0,0,0.45846337148487,0,0,0,0,0,0
0.513,0,0,0,0.461331820153414,0,0,0,0,0,0
0.5148,0,0,0,0.464206410886308,0,0,0,0,0,0
0.5166,0,0,0,0.467087113479218,0,0,0,0,0,0
0.5184,0,0,0,0.46997389776177,0,0,0,0,0,0
0.5202,0,0,0,0.472866733597549,0,0,0,0,0,0
0.522,0,0,0,0.4757655908841,0,0,0,0,0,0
0.5238,0,0,0,0.478670439552927,0,0,0,0,0,0
0.5256,0,0,0,0.481581249569494,0,0,0,0,0,0
0.5274,0,0,0,0.484497990933226,0,0,0,0,0,0
0.5292,0,0,0,0.487420633677506,0,0,0,0,0,0
0.531,0,0,0,0.490349147869677,0,0,0,0,0,0
0.5328,0,0,0,0.493283503611041,0,0,0,0,0,0
0.5346,0,0,0,0.496223671036861,0,0,0,0,0,0
0.5364,0,0,0,0.499169620316359,0,0,0,0,0,0
0.5382,0,0,0,0.502121321652717,0,0,0,0,0,0
0.54,0,0,0,0.505078745283077,0,0,0,0,0,0
0.5418,0,0,0,0.508041861478538,0,0,0,0,0,0
0.5436,0,0,0,0.511010640544162,0,0,0,0,0,0
0.5454,0,0,0,0.513985052818969,0,0,0,0,0,0
0.5472,0,0,0,0.516965068675938,0,0,0,0,0,0
0.549,0,0,0,0.51995065852201,0,0,0,0,0,0
0.5508,0,0,0,0.522941792798084,0,0,0,0,0,0
0.5526,0,0,0,0.525938441979019,0,0,0,0,0,0
0.5544,0,0,0,0.528940576573632,0,0,0,0,0,0
0.5562,0,0,0,0.531948167124703,0,0,0,0,0,0
0.558,0,0,0,0.534961184208968,0,0,0,0,0,0
0.5598,0,0,0,0.537979598437126,0,0,0,0,0,0
0.5616,0,0,0,0.541003380453834,0,0,0,0,0,0
0.5634,0,0,0,0.544032500937708,0,0,0,0,0,0
0.5652,0,0,0,0.547066930601324,0,0,0,0,0,0
0.567,0,0,0,0.550106640191219,0,0,0,0,0,0
0.5688,0,0,0,0.553151600487888,0,0,0,0,0,0
0.5706,0,0,0,0.556201782305787,0,0,0,0,0,0
0.5724,0,0,0,0.559257156493331,0,0,0,0,0,0
0.5742,0,0,0,0.562317693932893,0,0,0,0,0,0
0.576,0,0,0,0.565383365540809,0,0,0,0,0,0
0.5778,0,0,0,0.568454142267373,0,0,0,0,0,0
0.5796,0,0,0,0.571529995096838,0,0,0,0,0,0
0.5814,0,0,0,0.574610895047416,0,0,0,0,0,0
0.5832,0,0,0,0.577696813171282,0,0,0,0,0,0
0.585,0,0,0,0.580787720554567,0,0,0,0,0,0
0.5868,0,0,0,0.583883588317364,0,0,0,0,0,0
0.5886,0,0,0,0.586984387613724,0,0,0,0,0,0
0.5904,0,0,0,0.590090089631658,0,0,0,0,0,0
0.5922,0,0,0,0.593200665593139,0,0,0,0,0,0
0.594,0,0,0,0.596316086754096,0,0,0,0,0,0
0.5958,0,0,0,0.599436324404421,0,0,0,0,0,0
0.5976,0,0,0,0.602561349867962,0,0,0,0,0,0
0.5994,0,0,0,0.60569113450253,0,0,0,0,0,0
0.6012,0,0,0,0.608825649699893,0,0,0,0,0,0
0.603,0,0,0,0.611964866885782,0,0,0,0,0,0
0.6048,0,0,0,0.615108757519884,0,0,0,0,0,0
0.6066,0,0,0,0.618257293095848,0,0,0,0,0,0
0.6084,0,0,0,0.621410445141282,0,0,0,0,0,0
0.6102,0,0,0,0.624568185217752,0,0,0,0,0,0
0.612,0,0,0,0.627730484920787,0,0,0,0,0,0
0.6138,0,0,0,0.630897315879874,0,0,0,0,0,0
0.6156,0,0,0,0.634068649758458,0,0,0,0,0,0
0.6174,0,0,0,0.637244458253945,0,0,0,0,0,0
0.6192,0,0,0,0.640424713097702,0,0,0,0,0,0
0.621,0,0,0,0.643609386055054,0,0,0,0,0,0
0.6228,0,0,0,0.646798448925286,0,0,0,0,0,0
0.6246,0,0,0,0.649991873541643,0,0,0,0,0,0
0.6264,0,0,0,0.653189631771329,0,0,0,0,0,0
0.6282,0,0,0,0.656391695515508,0,0,0,0,0,0
0.63,0,0,0,0.659598036709304,0,0,0,0,0,0
0.6318,0,0,0,0.662808627321799,0,0,0,0,0,0
0.6336,0,0,0,0.666023439356038,0,0,0,0,0,0
0.6354,0,0,0,0.669242444849022,0,0,0,0,0,0
0.6372,0,0,0,0.672465615871713,0,0,0,0,0,0
0.639,0,0,0,0.675692924529035,0,0,0,0,0,0
0.6408,0,0,0,0.678924342959868,0,0,0,0,0,0
0.6426,0,0,0,0.682159843337053,0,0,0,0,0,0
0.6444,0,0,0,0.68539939786739,0,0,0,0,0,0
0.6462,0,0,0,0.688642978791642,0,0,0,0,0,0
0.648,0,0,0,0.691890558384528,0,0,0,0,0,0
0.6498,0,0,0,0.695142108954726,0,0,0,0,0,0
0.6516,0,0,0,0.698397602844878,0,0,0,0,0,0
0.6534,0,0,0,0.701657012431581,0,0,0,0,0,0
0.6552,0,0,0,0.704920310125395,0,0,0,0,0,0
0.657,0,0,0,0.708187468370838,0,0,0,0,0,0
0.6588,0,0,0,0.711458459646388,0,0,0,0,0,0
0.6606,0,0,0,0.714733256464483,0,0,0,0,0,0
0.6624,0,0,0,0.718011831371519,0,0,0,0,0,0
0.6642,0,0,0,0.721294156947854,0,0,0,0,0,0
0.666,0,0,0,0.724580205807804,0,0,0,0,0,0
0.6678,0,0,0,0.727869950599646,0,0,0,0,0,0
0.6696,0,0,0,0.731163364005615,0,0,0,0,0,0
0.6714,0,0,0,0.734460418741907,0,0,0,0,0,0
0.6732,0,0,0,0.737761087558677,0,0,0,0,0,0
0.675,0,0,0,0.74106534324004,0,0,0,0,0,0
0.6768,0,0,0,0.74437315860407,0,0,0,0,0,0
0.6786,0,0,0,0.747684506502802,0,0,0,0,0,0
0.6804,0,0,0,0.750999359822229,0,0,0,0,0,0
0.6822,0,0,0,0.754317691482304,0,0,0,0,0,0
0.684,0,0,0,0.757639474436941,0,0,0,0,0,0
0.6858,0,0,0,0.760964681674012,0,0,0,0,0,0
0.6876,0,0,0,0.764293286215349,0,0,0,0,0,0
0.6894,0,0,0,0.767625261116745,0,0,0,0,0,0
0.6912,0,0,0,0.770960579467951,0,0,0,0,0,0
0.693,0,0,0,0.774299214392679,0,0,0,0,0,0
0.6948,0,0,0,0.777641139048599,0,0,0,0,0,0
0.6966,0,0,0,0.780986326627341,0,0,0,0,0,0
0.6984,0,0,0,0.784334750354497,0,0,0,0,0,0
0.7002,0,0,0,0.787686383489616,0,0,0,0,0,0
0.702,0,0,0,0.791041199326206,0,0,0,0,0,0
0.7038,0,0,0,0.794399171191739,0,0,0,0,0,0
0.7056,0,0,0,0.797760272447642,0,0,0,0,0,0
0.7074,0,0,0,0.801124476489303,0,0,0,0,0,0
0.7092,0,0,0,0.804491756746071,0,0,0,0,0,0
0.711,0,0,0,0.807862086681254,0,0,0,0,0,0
0.7128,0,0,0,0.811235439792119,0,0,0,0,0,0
0.7146,0,0,0,0.814611789609893,0,0,0,0,0,0
0.7164,0,0,0,0.817991109699762,0,0,0,0,0,0
0.7182,0,0,0,0.821373373660873,0,0,0,0,0,0
0.72,0,0,0,0.824758555126332,0,0,0,0,0,0
0.7218,0,0,0,0.828146627763205,0,0,0,0,0,0
0.7236,0,0,0,0.831537565272516,0,0,0,0,0,0
0.7254,0,0,0,0.834931341389251,0,0,0,0,0,0
0.7272,0,0,0,0.838327929882354,0,0,0,0,0,0
0.729,0,0,0,0.841727304554729,0,0,0,0,0,0
0.7308,0,0,0,0.845129439243241,0,0,0,0,0,0
0.7326,0,0,0,0.848534307818712,0,0,0,0,0,0
0.7344,0,0,0,0.851941884185925,0,0,0,0,0,0
0.7362,0,0,0,0.855352142283625,0,0,0,0,0,0
0.738,0,0,0,0.858765056084512,0,0,0,0,0,0
0.7398,0,0,0,0.86218059959525,0,0,0,0,0,0
0.7416,0,0,0,0.865598746856458,0,0,0,0,0,0
0.7434,0,0,0,0.86901947194272,0,0,0,0,0,0
0.7452,0,0,0,0.872442748962577,0,0,0,0,0,0
0.747,0,0,0,0.875868552058528,0,0,0,0,0,0
0.7488,0,0,0,0.879296855407034,0,0,0,0,0,0
0.7506,0,0,0,0.882727633218514,0,0,0,0,0,0
0.7524,0,0,0,0.88616085973735,0,0,0,0,0,0
0.7542,0,0,0,0.889596509241879,0,0,0,0,0,0
0.756,0,0,0,0.893034556044401,0,0,0,0,0,0
0.7578,0,0,0,0.896474974491174,0,0,0,0,0,0
0.7596,0,0,0,0.899917738962417,0,0,0,0,0,0
0.7614,0,0,0,0.903362823872306,0,0,0,0,0,0
0.7632,0,0,0,0.906810203668981,0,0,0,0,0,0
0.765,0,0,0,0.910259852834537,0,0,0,0,0,0
0.7668,0,0,0,0.913711745885031,0,0,0,0,0,0
0.7686,0,0,0,0.917165857370481,0,0,0,0,0,0
0.7704,0,0,0,0.920622161874861,0,0,0,0,0,0
0.7722,0,0,0,0.924080634016109,0,0,0,0,0,0
0.774,0,0,0,0.927541248446118,0,0,0,0,0,0
0.7758,0,0,0,0.931003979850743,0,0,0,0,0,0
0.7776,0,0,0,0.934468802949801,0,0,0,0,0,0
0.7794,0,0,0,0.937935692497065,0,0,0,0,0,0
0.7812,0,0,0,0.941404623280268,0,0,0,0,0,0
0.783,0,0,0,0.944875570121105,0,0,0,0,0,0
0.7848,0,0,0,0.948348507875229,0,0,0,0,0,0
0.7866,0,0,0,0.951823411432252,0,0,0,0,0,0
0.7884,0,0,0,0.955300255715747,0,0,0,0,0,0
0.7902,0,0,0,0.958779015683246,0,0,0,0,0,0
0.792,0,0,0,0.96225966632624,0,0,0,0,0,0
0.7938,0,0,0,0.965742182670183,0,0,0,0,0,0
0.7956,0,0,0,0.969226539774484,0,0,0,0,0,0
0.7974,0,0,0,0.972712712732514,0,0,0,0,0,0
0.7992,0,0,0,0.976200676671605,0,0,0,0,0,0
0.801,0,0,0,0.979690406753043,0,0,0,0,0,0
0.8028,0,0,0,0.983181878172082,0,0,0,0,0,0
0.8046,0,0,0,0.98667506615793,0,0,0,0,0,0
